CustomerID,Recency,Frequency,Monetary,Cluster
13516.0,20,3,1389.41,2
13517.0,59,3,2128.42,2
13518.0,85,1,659.4399999999999,1
13519.0,77,1,122.75,1
13520.0,58,6,3624.35,2
13521.0,0,3,1093.65,2
13522.0,29,1,125.80000000000001,1
13523.0,32,5,3964.88,2
13524.0,40,5,680.1800000000001,1
13525.0,14,2,628.78,1
13527.0,33,7,2287.51,2
13529.0,78,2,307.76,1
13531.0,204,2,483.8,0
13532.0,33,1,210.31,1
13533.0,182,3,270.79,0
13534.0,1,25,5870.08,2
13536.0,0,7,3448.29,2
13538.0,42,7,1280.85,2
13539.0,85,3,631.34,1
13544.0,39,2,291.41,1
13546.0,11,3,626.99,1
13548.0,95,2,682.41,1
13549.0,25,7,918.2,2
13551.0,318,1,91.80000000000001,0
13552.0,65,12,3740.07,2
13555.0,73,4,4149.28,2
13557.0,27,2,584.06,1
13558.0,5,4,605.06,1
13560.0,6,1,174.37,1
13561.0,215,1,141.85999999999999,0
13562.0,81,3,1799.33,2
13563.0,83,2,777.53,1
13564.0,143,3,1749.02,2
13565.0,18,2,240.22,1
13566.0,40,2,874.71,1
13568.0,172,1,192.85,0
13569.0,16,2,373.75,1
13570.0,242,1,239.49,0
13571.0,12,12,2092.32,2
13572.0,205,1,1384.25,0
13573.0,49,2,294.4,1
13575.0,22,5,732.0699999999999,1
13576.0,9,18,6717.34,2
13577.0,24,4,1687.6000000000001,2
13579.0,14,2,467.04,1
13581.0,308,1,118.0,0
13583.0,155,1,781.03,0
13584.0,306,1,142.4,0
13587.0,63,1,712.4,1
13588.0,15,9,2478.95,2
13589.0,14,2,379.65,1
13590.0,10,6,1981.92,2
13591.0,64,3,1117.13,2
13592.0,35,4,247.95999999999998,1
13593.0,107,5,2037.0800000000002,2
13594.0,52,1,396.97,1
13596.0,5,2,697.04,1
13598.0,46,1,180.17000000000002,1
13599.0,0,21,5153.67,2
13600.0,311,1,219.52,0
13601.0,44,2,693.32,1
13602.0,64,1,428.89,1
13603.0,25,1,164.34,1
13606.0,28,3,280.53999999999996,1
13607.0,39,1,678.01,1
13610.0,11,7,1131.88,2
13611.0,88,3,1171.8,2
13614.0,23,4,1610.46,2
13615.0,318,1,417.69,0
13617.0,39,3,544.18,1
13618.0,173,1,177.34,0
13621.0,116,1,213.85,1
13623.0,30,5,747.78,1
13626.0,252,1,257.23,0
13627.0,58,5,1638.47,2
13629.0,22,11,7792.36,2
13630.0,4,7,2031.78,2
13631.0,99,11,3070.42,2
13632.0,24,5,2121.27,2
13634.0,32,5,1575.16,2
13635.0,67,1,1071.03,1
13636.0,36,5,949.12,2
13637.0,51,3,810.5,1
13638.0,15,1,122.64,1
13639.0,73,1,1033.34,1
13642.0,215,1,354.8,0
13643.0,30,3,519.44,1
13644.0,15,4,2624.26,2
13645.0,119,1,252.1,1
13647.0,9,4,1678.1200000000001,2
13649.0,256,2,346.6,0
13650.0,16,6,1836.34,2
13651.0,34,2,94.2,1
13652.0,45,3,1095.08,2
13654.0,42,6,2707.33,2
13655.0,113,2,932.97,1
13656.0,164,2,379.65,0
13657.0,10,2,382.14,1
13658.0,9,5,2639.17,2
13659.0,205,2,1573.2,0
13662.0,85,3,897.76,1
13663.0,178,1,189.47,0
13666.0,59,3,84.65,1
13667.0,148,1,305.02,0
13668.0,2,21,6363.59,2
13669.0,50,2,218.55,1
13670.0,74,1,349.7,1
13672.0,300,2,186.39000000000001,0
13673.0,18,2,396.92,1
13675.0,150,2,486.82000000000005,0
13678.0,151,1,232.6,0
13680.0,0,4,3722.42,2
13681.0,17,4,827.83,1
13682.0,186,1,59.5,0
13684.0,285,1,67.23,0
13685.0,2,7,3119.44,2
13686.0,182,1,72.0,0
13689.0,62,1,910.0,1
13690.0,58,1,172.25,1
13692.0,24,3,1488.32,2
13694.0,3,50,65039.62,2
13695.0,30,15,2504.13,2
13697.0,38,1,151.29999999999998,1
13699.0,154,1,308.58000000000004,0
13700.0,25,10,2265.12,2
13703.0,317,1,99.5,0
13704.0,4,9,2308.06,2
13705.0,7,3,711.86,1
13706.0,302,1,330.79,0
13707.0,266,2,806.41,0
13708.0,270,1,296.88,0
13709.0,3,13,6328.05,2
13710.0,31,1,180.48,1
13711.0,218,2,252.06,0
13712.0,246,1,228.84,0
13715.0,280,5,1079.34,0
13716.0,268,1,138.28,0
13717.0,31,6,1445.01,2
13718.0,245,2,306.55,0
13719.0,14,5,1041.68,2
13720.0,116,4,799.9,1
13721.0,35,1,524.14,1
13722.0,131,3,2375.41,2
13723.0,216,1,199.85000000000002,0
13725.0,49,8,1980.56,2
13726.0,38,2,1079.6599999999999,2
13727.0,28,2,333.48,1
13728.0,36,6,1016.14,2
13730.0,135,2,752.6,1
13731.0,218,2,610.59,0
13732.0,27,1,491.86,1
13735.0,24,4,2885.2400000000002,2
13736.0,4,2,731.9,1
13737.0,199,1,339.59999999999997,0
13739.0,17,1,216.9,1
13740.0,240,1,350.75,0
13741.0,71,3,668.4300000000001,1
13742.0,16,12,3131.02,2
13743.0,2,7,1341.6,2
13744.0,94,2,1156.36,2
13745.0,161,1,300.04,0
13747.0,373,1,79.6,0
13748.0,95,5,948.25,2
13750.0,53,5,1647.26,2
13751.0,287,1,296.25,0
13752.0,123,6,1186.28,2
13753.0,287,1,741.26,0
13754.0,151,2,282.59999999999997,0
13755.0,3,9,2161.35,2
13756.0,1,14,5189.52,2
13758.0,11,7,3190.55,2
13759.0,32,2,659.4100000000001,1
13760.0,53,2,286.79,1
13761.0,49,2,1070.65,2
13762.0,218,1,306.72,0
13763.0,62,1,1714.96,2
13764.0,70,3,1521.76,2
13767.0,1,37,17220.36,2
13769.0,1,10,2796.51,2
13771.0,63,4,2634.45,2
13772.0,33,3,1132.13,2
13774.0,81,1,345.0,1
13777.0,0,33,25977.16,2
13778.0,102,1,178.7,1
13780.0,6,2,360.01,1
13781.0,250,1,127.84,0
13782.0,12,6,912.0,2
13784.0,9,11,2462.79,2
13786.0,366,1,230.39999999999998,0
13787.0,75,2,309.04,1
13790.0,3,1,348.8,1
13791.0,127,2,1516.0,2
13792.0,65,2,195.55,1
13798.0,0,57,37153.85,2
13799.0,116,2,688.86,1
13800.0,309,1,558.32,0
13801.0,66,1,324.8,1
13802.0,138,3,4599.42,2
13803.0,254,1,277.07,0
13804.0,30,7,2635.79,2
13805.0,51,2,924.6,1
13806.0,63,1,256.38,1
13807.0,366,1,112.6,0
13808.0,5,5,1747.66,2
13809.0,304,1,155.05,0
13810.0,28,3,1499.01,2
13811.0,183,3,814.5,0
13812.0,41,3,539.0,1
13813.0,39,4,1366.8600000000001,2
13814.0,91,2,1579.12,2
13815.0,21,4,4027.36,2
13816.0,23,2,571.6700000000001,1
13817.0,28,2,382.98,1
13819.0,301,3,1140.35,0
13821.0,144,2,385.64,1
13822.0,5,2,632.0,1
13823.0,18,2,957.66,1
13824.0,32,5,1698.94,2
13826.0,175,1,189.5,0
13827.0,57,3,412.05,1
13828.0,21,1,209.49,1
13831.0,15,6,2202.99,2
13832.0,18,1,52.199999999999996,1
13833.0,158,1,384.8,0
13835.0,24,4,834.57,1
13837.0,211,2,271.24,0
13838.0,5,4,691.73,1
13841.0,252,1,85.0,0
13842.0,58,9,3385.62,2
13844.0,10,1,361.62,1
13845.0,64,1,312.98,1
13846.0,24,3,865.0600000000001,1
13848.0,91,3,1255.0,2
13849.0,51,2,1537.95,2
13850.0,128,1,1595.48,2
13851.0,95,3,2651.46,2
13853.0,56,1,1090.14,2
13854.0,8,25,8109.5199999999995,2
13856.0,168,3,388.5,0
13858.0,56,1,216.17,1
13859.0,325,1,201.16,0
13860.0,0,5,1245.9,2
13862.0,17,8,2209.36,2
13863.0,247,1,305.78,0
13865.0,57,4,501.56,1
13866.0,73,1,145.67000000000002,1
13867.0,30,3,1015.29,2
13868.0,6,2,3192.54,2
13869.0,122,4,3104.95,2
13870.0,1,8,2770.94,2
13871.0,22,13,6403.25,2
13873.0,119,3,389.6,1
13874.0,357,1,540.45,0
13875.0,53,5,1786.79,2
13876.0,63,1,122.7,1
13877.0,85,1,117.24,1
13878.0,54,1,1281.53,2
13880.0,20,13,3219.77,2
13881.0,3,20,17159.52,2
13882.0,2,5,1191.13,2
13883.0,10,5,2674.48,2
13884.0,6,5,787.6,1
13885.0,188,2,506.8,0
13886.0,70,1,243.56,1
13887.0,203,1,349.55,0
13888.0,119,2,605.63,1
13889.0,92,1,416.90000000000003,1
13890.0,0,10,1883.8100000000002,2
13892.0,26,4,632.97,1
13893.0,297,1,821.1,0
13894.0,23,3,564.62,1
13895.0,27,4,2593.07,2
13897.0,49,1,311.16,1
13898.0,325,1,155.93,0
13899.0,15,2,388.52,1
13900.0,182,3,740.95,0
13901.0,71,5,2867.2,2
13904.0,36,2,332.64,1
13908.0,79,4,2369.55,2
13911.0,56,9,2580.91,2
13914.0,11,2,626.45,1
13917.0,49,2,272.04,1
13918.0,49,2,1212.8400000000001,2
13919.0,58,2,384.81,1
13922.0,351,1,172.25,0
13923.0,53,1,351.13,1
13924.0,1,6,1838.8500000000001,2
13925.0,92,4,678.25,1
13926.0,22,1,223.85000000000002,1
13927.0,74,1,348.99,1
13928.0,10,4,464.57,1
13929.0,168,2,842.65,0
13930.0,57,2,337.34,1
13931.0,95,2,1237.53,2
13932.0,294,1,307.4,0
13933.0,108,2,608.7900000000001,1
13934.0,263,1,922.1,0
13936.0,179,1,376.58,0
13937.0,168,1,158.85,0
13938.0,34,1,71.66,1
13939.0,22,3,568.55,1
13940.0,16,4,839.14,1
13941.0,21,5,5112.96,2
13946.0,78,3,561.5699999999999,1
13947.0,64,1,90.6,1
13948.0,360,1,102.0,0
13949.0,2,6,2427.32,2
13950.0,10,4,745.06,1
13951.0,175,3,674.45,0
13952.0,217,2,3251.071,0
13953.0,6,7,3515.68,2
13954.0,1,2,439.92,1
13955.0,153,2,322.96,0
13956.0,4,5,1026.42,2
13959.0,78,3,598.2,1
13960.0,20,2,230.22,1
13962.0,21,2,169.55,1
13963.0,307,4,664.54,0
13967.0,145,1,80.7,0
13969.0,6,18,9053.94,2
13971.0,18,8,2758.26,2
13972.0,70,2,190.25,1
13973.0,286,1,264.7,0
13974.0,48,1,413.59000000000003,1
13975.0,30,6,2526.28,2
13976.0,206,1,357.98,0
13978.0,14,2,196.79000000000002,1
13979.0,72,1,869.87,1
13980.0,59,1,200.14,1
13982.0,38,4,1871.81,2
13983.0,29,12,2603.43,2
13984.0,26,5,920.51,2
13985.0,3,15,7060.13,2
13986.0,16,1,320.46,1
13988.0,19,6,4147.96,2
13989.0,65,2,1266.08,2
13990.0,212,1,311.3,0
13991.0,11,6,855.97,2
13992.0,29,1,76.8,1
13993.0,42,9,3466.36,2
13994.0,3,6,2313.14,2
13995.0,14,5,1393.69,2
13999.0,9,12,3901.81,2
14000.0,210,1,635.66,0
14001.0,45,3,2043.0800000000002,2
14002.0,133,2,529.73,1
14004.0,42,7,4582.64,2
14005.0,9,5,2874.72,2
14006.0,115,3,962.19,1
14009.0,197,2,695.61,0
14012.0,277,1,328.8,0
14013.0,109,3,473.02,1
14014.0,76,1,505.18,1
14015.0,52,1,917.34,1
14016.0,161,4,4341.21,2
14019.0,46,3,1421.61,2
14020.0,16,2,642.8,1
14021.0,154,3,631.9,0
14022.0,224,1,440.0,0
14023.0,6,2,584.07,1
14024.0,121,2,327.7,1
14027.0,60,1,104.82,1
14029.0,62,2,467.66,1
14030.0,17,8,2360.09,2
14031.0,6,19,17286.86,2
14032.0,1,11,2975.59,2
14034.0,21,3,651.8199999999999,1
14035.0,28,5,1428.02,2
14036.0,284,1,626.65,0
14037.0,175,2,147.20000000000002,0
14038.0,77,3,1560.38,2
14039.0,32,1,152.2,1
14040.0,40,12,3614.92,2
14041.0,265,1,141.41,0
14044.0,26,4,652.82,1
14045.0,108,4,1659.75,2
14046.0,283,1,154.99,0
14047.0,8,5,1308.6100000000001,2
14048.0,304,1,409.93,0
14049.0,16,4,5681.72,2
14050.0,31,2,746.36,1
14051.0,0,23,15610.390000000001,2
14052.0,19,1,225.36,1
14053.0,123,2,260.25,1
14054.0,64,1,92.46,1
14055.0,105,1,725.6400000000001,1
14056.0,0,23,8214.65,2
14057.0,23,17,6217.96,2
14059.0,266,1,183.6,0
14060.0,4,19,6140.42,2
14062.0,9,12,10464.85,2
14064.0,28,5,1353.74,2
14066.0,266,1,152.55,0
14067.0,63,2,374.7,1
14068.0,319,1,265.85,0
14071.0,3,8,1438.82,2
14073.0,31,1,151.04,1
14075.0,4,3,942.26,2
14076.0,128,1,122.47,1
14077.0,40,5,499.41999999999996,1
14078.0,101,6,1049.37,2
14079.0,124,1,375.1,1
14080.0,32,1,45.599999999999994,1
14081.0,301,2,934.52,0
14082.0,364,1,182.25,0
14083.0,3,9,1018.43,2
14085.0,1,18,4448.54,2
14087.0,2,1,194.42,1
14088.0,9,13,50491.81,2
14089.0,56,1,161.0,1
14090.0,324,1,76.32000000000001,0
14092.0,7,14,4076.91,2
14093.0,11,1,442.85,1
14096.0,3,17,65164.79,2
14098.0,36,1,147.35,1
14099.0,15,11,3104.17,2
14100.0,137,1,194.9,1
14101.0,73,6,5976.79,2
14102.0,4,5,1360.28,2
14104.0,154,2,216.20999999999998,0
14105.0,238,1,1266.23,0
14107.0,51,7,2703.23,2
14108.0,30,2,597.91,1
14109.0,72,1,144.2,1
14110.0,3,12,5683.15,2
14111.0,13,4,692.85,1
14112.0,22,7,2915.15,2
14113.0,3,4,1840.42,2
14114.0,273,2,386.53,0
14116.0,19,5,1382.74,2
14117.0,143,1,90.0,0
14121.0,3,4,2780.15,2
14124.0,83,1,419.58000000000004,1
14125.0,10,3,2740.43,2
14126.0,7,3,706.1300000000001,1
14127.0,122,3,709.71,1
14128.0,60,2,637.5,1
14129.0,1,5,1123.8600000000001,2
14130.0,318,1,483.86,0
14132.0,1,11,3586.0299999999997,2
14133.0,129,3,605.64,1
14135.0,1,15,4690.31,2
14138.0,1,2,982.3800000000001,2
14139.0,45,1,415.82,1
14140.0,3,2,935.05,1
14141.0,2,4,915.13,2
14142.0,372,1,311.81,0
14143.0,133,1,115.8,1
14145.0,46,4,3742.2,2
14146.0,8,5,4191.0,2
14147.0,77,2,483.4,1
14148.0,233,1,157.2,0
14149.0,220,1,446.62,0
14150.0,35,2,658.64,1
14152.0,74,2,621.29,1
14154.0,238,2,1345.62,0
14155.0,265,1,118.75,0
14156.0,9,55,117379.63,2
14157.0,19,2,432.88,1
14158.0,39,1,507.66,1
14159.0,19,11,4693.01,2
14161.0,215,3,1110.52,0
14162.0,173,2,289.36,0
14163.0,86,4,2445.91,2
14164.0,70,2,1631.77,2
14165.0,275,1,122.53999999999999,0
14167.0,38,4,574.84,1
14171.0,97,1,363.79,1
14173.0,10,4,450.84,1
14174.0,32,1,134.46,1
14175.0,59,3,3222.3,2
14176.0,296,4,576.9000000000001,0
14177.0,85,4,559.41,1
14178.0,8,7,1620.93,2
14179.0,40,2,719.78,1
14180.0,10,25,4748.52,2
14184.0,66,1,452.89,1
14185.0,330,1,197.65,0
14188.0,30,6,2054.36,2
14189.0,1,15,4654.08,2
14191.0,1,13,4684.76,2
14193.0,67,2,853.39,1
14194.0,4,21,11349.52,2
14195.0,201,2,1012.0,0
14196.0,106,1,335.52,1
14198.0,17,4,701.4,1
14199.0,217,1,185.39999999999998,0
14201.0,59,7,747.44,2
14204.0,1,1,161.03,1
14205.0,16,2,466.7,1
14206.0,238,1,328.15999999999997,0
14208.0,94,1,151.74,1
14209.0,10,6,2073.43,2
14210.0,105,6,1905.8400000000001,2
14211.0,52,9,2241.1,2
14212.0,89,1,1070.48,1
14214.0,30,5,1004.38,2
14215.0,11,6,1789.72,2
14216.0,2,4,1839.3,2
14217.0,1,17,2004.98,2
14218.0,42,1,169.48000000000002,1
14219.0,3,1,89.94,1
14220.0,246,2,632.4,0
14221.0,41,9,3432.8,2
14222.0,176,1,683.17,0
14223.0,91,3,991.13,1
14224.0,109,4,1050.12,2
14226.0,28,5,2232.19,2
14227.0,25,10,3350.96,2
14229.0,51,3,1547.2,2
14231.0,183,3,925.71,0
14232.0,42,5,2048.07,2
14233.0,48,4,1462.72,2
14234.0,21,4,775.46,1
14235.0,74,5,3144.86,2
14236.0,80,2,490.86,1
14237.0,372,1,161.0,0
14238.0,325,1,146.85,0
14239.0,42,11,2380.85,2
14240.0,29,2,890.34,1
14241.0,183,1,213.70000000000002,0
14242.0,234,2,280.55,0
14243.0,8,10,2588.77,2
14245.0,219,2,1693.45,0
14246.0,110,3,1474.06,2
14247.0,277,1,136.76999999999998,0
14248.0,317,1,302.58,0
14250.0,6,3,1904.05,2
14251.0,1,5,2879.7000000000003,2
14256.0,259,2,969.0600000000001,0
14257.0,63,5,3099.7200000000003,2
14258.0,8,9,12669.98,2
14259.0,141,1,120.0,0
14261.0,50,2,1163.45,2
14262.0,7,8,2618.23,2
14264.0,154,2,333.97,0
14265.0,108,2,530.18,1
14267.0,162,3,1516.24,2
14270.0,331,1,492.65000000000003,0
14271.0,225,1,112.32,0
14272.0,73,2,437.96,1
14273.0,50,4,559.97,1
14276.0,98,3,1119.74,2
14277.0,14,3,4216.2,2
14280.0,196,1,134.04,0
14282.0,2,15,3729.34,2
14284.0,30,2,595.25,1
14285.0,20,4,1910.01,2
14286.0,23,3,4628.75,2
14287.0,7,3,176.63,1
14288.0,212,1,426.6,0
14289.0,8,6,911.26,2
14290.0,10,5,2314.65,2
14291.0,1,11,3883.25,2
14292.0,7,9,4871.93,2
14293.0,2,4,1046.56,2
14295.0,39,1,166.20000000000002,1
14297.0,17,4,1305.33,2
14298.0,7,44,51527.3,2
14299.0,7,9,3965.62,2
14300.0,18,1,43.2,1
14301.0,116,1,640.14,1
14304.0,222,1,383.45,0
14305.0,70,3,1858.96,2
14306.0,50,2,2093.32,2
14307.0,88,6,2995.72,2
14309.0,7,9,2352.53,2
14311.0,242,1,310.26,0
14312.0,46,6,1611.59,2
14314.0,106,1,120.0,1
14315.0,44,6,2481.13,2
14317.0,64,1,508.58000000000004,1
14320.0,206,2,477.79,0
14321.0,10,5,1530.75,2
14323.0,114,2,605.0600000000001,1
14326.0,241,1,183.85,0
14327.0,162,1,311.65,0
14329.0,16,7,5014.84,2
14331.0,123,2,462.65999999999997,1
14332.0,22,3,866.31,1
14333.0,67,1,415.2,1
14334.0,16,8,2552.21,2
14335.0,15,2,468.26,1
14336.0,16,4,1614.91,2
14338.0,160,2,588.22,0
14339.0,242,1,309.52,0
14340.0,218,1,134.7,0
14341.0,44,8,2182.28,2
14342.0,20,4,668.5600000000001,1
14344.0,126,8,889.9300000000001,2
14345.0,38,1,108.97999999999999,1
14346.0,120,2,1021.58,1
14348.0,259,1,409.57,0
14349.0,9,1,133.5,1
14350.0,273,1,282.93,0
14351.0,164,1,51.0,0
14352.0,156,4,1078.96,2
14353.0,214,1,90.6,0
14354.0,5,2,163.62,1
14355.0,365,1,174.4,0
14356.0,79,2,701.23,1
14357.0,42,1,225.77,1
14359.0,18,3,912.18,2
14360.0,31,4,2128.23,2
14362.0,21,1,161.2,1
14364.0,108,8,3717.35,2
14367.0,7,16,9261.52,2
14368.0,319,1,155.0,0
14371.0,294,1,100.5,0
14373.0,357,1,76.55,0
14375.0,184,1,257.68,0
14377.0,190,2,617.05,0
14379.0,43,2,348.1,1
14381.0,51,1,202.68,1
14382.0,25,1,626.0699999999999,1
14383.0,37,3,1247.69,2
14385.0,8,3,202.11,1
14386.0,296,1,142.4,0
14387.0,32,3,1770.56,2
14388.0,9,8,3212.84,2
14389.0,64,2,1043.46,2
14390.0,9,9,4652.82,2
14393.0,217,1,67.95,0
14395.0,1,9,3507.71,2
14396.0,64,2,487.99,1
14397.0,2,19,2612.96,2
14400.0,148,1,574.7,1
14401.0,3,13,4051.48,2
14403.0,129,4,1475.81,2
14404.0,33,6,1474.32,2
14406.0,118,1,156.75,1
14407.0,106,6,2157.73,2
14408.0,10,7,2606.53,2
14409.0,70,6,2059.4500000000003,2
14410.0,91,9,1105.07,2
14411.0,310,1,1063.0,0
14412.0,42,2,770.03,1
14413.0,361,1,122.7,0
14414.0,91,7,1496.98,2
14415.0,0,13,5900.28,2
14416.0,21,2,490.22,1
14418.0,3,3,1937.25,2
14419.0,10,6,1058.06,2
14420.0,98,1,387.52,1
14421.0,56,2,813.11,1
14422.0,0,6,4263.64,2
14423.0,217,1,265.2,0
14424.0,17,1,322.08,1
14426.0,23,10,4481.67,2
14427.0,49,2,363.34000000000003,1
14428.0,6,5,1244.83,2
14431.0,302,1,470.36,0
14432.0,9,6,2255.51,2
14434.0,21,6,1372.8,2
14436.0,98,1,89.06,1
14437.0,365,1,63.0,0
14438.0,305,1,131.9,0
14439.0,319,1,2661.24,0
14440.0,7,5,2357.6800000000003,2
14441.0,0,4,1712.89,2
14442.0,204,2,1589.82,0
14443.0,53,4,1420.2,2
14446.0,0,4,1039.58,2
14447.0,18,5,1163.23,2
14448.0,8,2,375.35,1
14449.0,18,4,907.1,2
14450.0,180,3,483.25,0
14451.0,59,2,662.59,1
14452.0,10,2,264.44,1
14453.0,189,1,119.93,0
14456.0,4,9,3062.4,2
14457.0,310,1,113.64,0
14459.0,154,1,1837.92,2
14460.0,109,3,434.34,1
14461.0,147,3,2103.06,2
14462.0,65,11,2004.02,2
14463.0,97,3,529.62,1
14465.0,246,3,1058.6200000000001,0
14466.0,28,7,2272.4,2
14467.0,17,4,598.76,1
14470.0,11,2,461.19,1
14472.0,103,8,1936.84,2
14473.0,73,2,234.34000000000003,1
14474.0,45,1,547.66,1
14475.0,71,3,925.85,1
14476.0,256,1,215.7,0
14477.0,19,4,1309.6,2
14479.0,253,2,316.25,0
14480.0,10,1,279.05,1
14481.0,164,2,636.51,0
14482.0,17,6,2068.15,2
14483.0,281,1,137.1,0
14484.0,49,1,321.92,1
14485.0,38,1,165.75,1
14487.0,26,6,1196.33,2
14488.0,67,1,1064.28,1
14489.0,206,1,463.38,0
14491.0,174,2,340.93,0
14493.0,6,5,2383.2400000000002,2
14494.0,25,1,139.56,1
14495.0,50,2,123.8,1
14496.0,311,2,538.8100000000001,0
14497.0,308,1,475.37,0
14498.0,42,5,1957.32,2
14499.0,25,3,815.32,1
14500.0,87,3,356.85,1
14501.0,183,2,251.21,0
14502.0,19,11,2470.67,2
14503.0,2,6,3543.26,2
14504.0,46,4,673.26,1
14505.0,16,8,5905.64,2
14506.0,16,5,2012.17,2
14507.0,23,6,1383.18,2
14508.0,21,2,276.42,1
14511.0,10,5,1314.81,2
14512.0,187,2,275.28,0
14513.0,100,3,455.59000000000003,1
14514.0,60,3,1055.35,2
14515.0,17,6,2102.09,2
14517.0,32,2,330.45,1
14518.0,63,1,174.37,1
14520.0,1,2,270.6,1
14522.0,23,4,974.54,2
14523.0,107,1,241.09,1
14524.0,31,9,1867.68,2
14525.0,19,9,4332.2,2
14527.0,2,55,8508.82,2
14528.0,36,1,364.21999999999997,1
14529.0,59,3,620.04,1
14530.0,25,6,2925.91,2
14532.0,235,4,932.85,0
14533.0,24,7,1949.72,2
14534.0,2,18,4447.05,2
14535.0,59,3,2864.19,2
14536.0,259,1,171.8,0
14537.0,57,1,355.56,1
14538.0,64,2,388.25,1
14539.0,15,2,537.48,1
14540.0,9,3,996.26,2
14541.0,58,8,1461.65,2
14542.0,185,1,103.25,0
14543.0,28,16,3630.33,2
14544.0,23,2,2024.45,2
14546.0,4,5,2578.09,2
14547.0,3,8,4007.54,2
14548.0,150,2,652.8,0
14549.0,310,1,289.24,0
14550.0,10,2,765.62,1
14551.0,17,2,186.23,1
14552.0,151,1,165.07,0
14553.0,18,5,859.27,2
14554.0,9,4,2381.04,2
14555.0,56,2,324.14,1
14557.0,84,1,788.38,1
14560.0,6,22,2237.77,2
14561.0,75,3,1080.76,2
14562.0,3,18,5074.77,2
14565.0,95,4,3099.12,2
14566.0,110,1,1432.0,2
14567.0,56,2,1530.3600000000001,2
14569.0,0,1,227.39,1
14570.0,280,2,218.06,0
14572.0,2,7,2832.84,2
14573.0,179,9,1653.42,2
14576.0,371,1,35.400000000000006,0
14577.0,12,4,859.71,2
14578.0,2,1,168.63,1
14581.0,16,1,138.6,1
14582.0,40,1,114.11,1
14583.0,5,5,1052.55,2
14584.0,168,4,1042.26,0
14585.0,49,1,157.05,1
14586.0,276,1,237.36,0
14587.0,18,9,1601.14,2
14589.0,371,1,39.75,0
14591.0,14,4,1447.14,2
14592.0,34,3,570.46,1
14593.0,21,3,617.99,1
14594.0,6,2,379.83,1
14595.0,19,6,1740.6,2
14597.0,10,2,883.15,1
14598.0,43,1,221.97,1
14600.0,305,1,393.33000000000004,0
14601.0,10,1,213.96,1
14603.0,274,1,660.0,0
14606.0,0,93,12156.65,2
14607.0,15,14,16569.5,2
14608.0,3,4,1785.15,2
14609.0,71,4,601.56,1
14616.0,242,3,406.08000000000004,0
14618.0,8,3,553.44,1
14619.0,245,1,394.44,0
14620.0,205,2,412.78000000000003,0
14621.0,0,5,1788.3600000000001,2
14622.0,184,1,320.58000000000004,0
14623.0,31,5,889.25,2
14624.0,56,2,225.85,1
14625.0,195,2,899.63,0
14626.0,23,4,2791.27,2
14628.0,90,2,671.96,1
14629.0,3,2,959.01,2
14631.0,50,3,1006.98,2
14632.0,262,1,114.56,0
14633.0,265,1,344.90000000000003,0
14636.0,35,2,609.85,1
14638.0,50,1,443.6,1
14639.0,51,6,2984.49,2
14640.0,23,6,2125.08,2
14641.0,21,1,110.46,1
14642.0,58,1,96.12,1
14643.0,169,2,693.8100000000001,0
14644.0,67,2,830.76,1
14645.0,156,2,597.09,0
14646.0,1,73,280206.02,2
14647.0,200,1,243.22,0
14649.0,4,4,1417.29,2
14651.0,66,2,654.6,1
14652.0,76,1,114.18,1
14653.0,0,7,1947.55,2
14655.0,7,4,1932.23,2
14656.0,168,2,291.05,0
14657.0,17,4,848.22,1
14658.0,4,2,247.15,1
14659.0,8,9,2529.93,2
14660.0,86,2,285.74,1
14661.0,26,1,107.95,1
14662.0,28,4,771.17,1
14664.0,19,2,637.89,1
14665.0,60,5,1835.7,2
14666.0,23,1,195.25,1
14667.0,10,25,9241.2,2
14669.0,241,3,1269.99,0
14670.0,279,2,411.53,0
14672.0,234,2,765.55,0
14673.0,2,5,1736.4,2
14675.0,15,1,604.75,1
14676.0,30,6,2548.2400000000002,2
14680.0,24,16,28754.11,2
14681.0,70,3,498.95,1
14682.0,187,2,52.0,0
14684.0,25,5,1236.28,2
14687.0,106,1,628.38,1
14688.0,7,21,5630.87,2
14689.0,208,1,112.8,0
14690.0,43,2,371.7,1
14691.0,30,5,2114.33,2
14692.0,136,4,591.55,1
14693.0,264,1,172.9,0
14696.0,3,7,2078.95,2
14697.0,217,2,188.60999999999999,0
14698.0,1,5,1250.76,2
14699.0,213,1,109.13000000000001,0
14700.0,31,3,2235.3,2
14701.0,10,9,2549.37,2
14702.0,0,17,3292.14,2
14703.0,14,1,318.17,1
14704.0,10,9,1546.91,2
14705.0,198,1,179.0,0
14708.0,2,3,1126.37,2
14709.0,14,13,4921.04,2
14710.0,13,4,606.13,1
14711.0,9,11,2868.8,2
14712.0,28,3,917.07,1
14713.0,8,11,2666.36,2
14714.0,23,1,160.19,1
14715.0,24,4,867.38,2
14716.0,42,2,329.68,1
14719.0,1,5,1602.13,2
14720.0,5,3,663.81,1
14722.0,146,1,187.92000000000002,0
14723.0,9,6,1158.3,2
14725.0,24,1,718.08,1
14727.0,273,1,268.58,0
14729.0,373,1,313.49,0
14730.0,0,8,2005.06,2
14731.0,46,3,380.02,1
14732.0,7,8,2702.4900000000002,2
14733.0,15,12,9585.91,2
14735.0,3,32,6065.69,2
14737.0,3,3,1164.55,2
14738.0,42,7,1314.45,2
